AutoID	OwnerID	VIN	Make	Model	Year	DriveTrain	EngineType	ExteriorColor	InteriorColor	Transmission
986	986	EFFUOG0WWS3E7Q8WW	Contoso Motors	Minivan	2009	FWD	6 Cylinder	White Silver	Smoke White	Automatic
987	261	BTHD3UQJMH9C06D6N	Contoso Motors	SUV	2004	FWD	6 Cylinder	Silver	Red	Automatic
988	988	W3Q4L78VTR18G817K	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
989	264	3H2YWQ17MULYF5FTA	Contoso Motors	SUV	2016	FWD	6 Cylinder	Silver	White	Automatic
990	990	28O0HON8YYKBRF6O2	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
991	991	6JUYB87B3I62HUYX1	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
992	992	EVLOYPZ7B75Y81XKX	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
993	993	6F8CKWLXSL9QOKE0O	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Chili Red	Black	Automatic
994	994	KHQBOI9N0HQP30BZB	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
995	613	AP2B4YCNREOTQFZEY	Contoso Motors	Sedan	2004	FWD	6 Cylinder	Electric Blue	Red	Automatic
996	671	4Z6AH2FXJIO5RO8QR	Contoso Motors	Hatchback	2014	AWD	6 Cylinder	Electric Blue	Red	Automatic
997	614	QRD1S64DT4QIBM7AT	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
998	637	ZGUM9XEX13YN4L0V6	Contoso Motors	Sedan	2007	AWD	6 Cylinder	Electric Blue	Red	Automatic
999	265	8PG1W9FQCTZLSR6K3	Contoso Motors	SUV	2011	FWD	8 Cylinder	Silver	Black	Automatic
1000	971	Z29DGG4YR4IYE8OO7	Contoso Motors	Truck	2006	FWD	6 Cylinder	Silver	Black	Automatic
1001	8	EV2UCHMQ491FCMWY7	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
1002	675	LX0P14QFLTWJLUVZU	Contoso Motors	Hatchback	2007	AWD	6 Cylinder	Chili Red	Black	Automatic
1003	708	AFQ0WFEQHBEBEBPX2	Contoso Motors	Hatchback	2007	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1004	4	C8IF4CG8XRI0INDGM	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1005	5	ZL77R53CTYB7RTMTQ	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Chili Red	Black	Automatic
1006	267	S8CXAC6OUK9WD5HHX	Contoso Motors	Crossover	2006	FWD	12 Cylinder	Silver	Ivory	Automatic
1007	732	6SRO87HSURDVNBUOT	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1008	25	FJB04U5KE657N8ETJ	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1009	269	YKO1Q8RX7Z20BVBG0	Contoso Motors	Crossover	2004	FWD	Hybrid	Silver	Silverstone	Automatic
1010	674	Q3WAEDXVEW6WW44CP	Contoso Motors	Sedan	2010	AWD	6 Cylinder	Volcanic Orange	White	Automatic
1011	756	HVL5A6XYMSSLTJOGX	Contoso Motors	Hatchback	2016	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1012	12	T1PNXW0C4AU3ZZBD2	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1013	279	39W6037WNRPIWR2N6	Contoso Motors	SUV	2007	AWD	6 Cylinder	Silver	Ivory	Automatic
1014	286	3F4D4PXZWAA3USWXT	Contoso Motors	SUV	2016	FWD	Hybrid	Silver	White	Automatic
1015	927	O895KBHQ8ZBSR5K4J	Contoso Motors	Commercial	2013	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1016	16	GWII8E3CTPIVEFP8C	Contoso Motors	Convertible 2DR	2007	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1017	75	L281WRH4LDV9BEEGQ	Contoso Motors	Coupe	2004	FWD	6 Cylinder	Chili Red	Black	Automatic
1018	18	OB2DUWVQGQ5WYYJRV	Contoso Motors	Hybrid	2015	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1019	48	LMYPQM5731EVRX7IQ	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1020	810	R4ZBR89H8KRRIFKEK	Contoso Motors	Wagon	2009	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1021	782	TU8F5I53UXR8PTPCQ	Contoso Motors	Sedan	2015	AWD	6 Cylinder	Blue	Old Lace	Automatic
1022	851	VK9WWDO4FW1UQ3N4I	Contoso Motors	Sedan	2007	AWD	6 Cylinder	Chili Red	Black	Automatic
1023	879	D7GARWGXTUUY80PLB	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1024	811	F0MHIDSCCW3U5GYLM	Contoso Motors	Hatchback	2004	FWD	6 Cylinder	Racing Green	Beige	Automatic
1025	49	FGYE8WOSGG4AENKIM	Contoso Motors	Truck	2005	FWD	6 Cylinder	Silver	Black	Automatic
1026	73	QYP6JDA0C3C5ZCSKX	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
1027	161	JAF0NGJRJNHBLEOLT	Contoso Motors	Coupe	2011	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1028	28	WRARVHX83P8AEWBV7	Contoso Motors	Hybrid	2015	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
1029	289	148FARP3MNS8RRZ2G	Contoso Motors	SUV	2005	FWD	4 Cylinder	Silver	Ivory	Automatic
1030	990	HZUJFFMCS9YMUA10L	Contoso Motors	Commercial	2013	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1031	31	98U8Z5YFEQI5L4TSQ	Contoso Motors	Convertible 2DR	2004	AWD	6 Cylinder	Silver	Ivory	Automatic
1032	293	B325URQ271DPK9FSU	Contoso Motors	Crossover	2014	RWD	4 Cylinder	Silver	Beige	Automatic
1033	294	HJ6D18K3ZA7W51558	Contoso Motors	SUV	2015	FWD	4 Cylinder	Silver	Nutmeg	Automatic
1034	34	D74C25X8NK5HSSA6C	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1035	309	7O2HN3N6X6DB8AHFV	Contoso Motors	SUV	2011	AWD	Hybrid	Silver	Dark Gray	Automatic
1036	36	CVIEIL47FIMGU4O07	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1037	312	RAFBQG2LUVXKHYVN2	Contoso Motors	SUV	2007	AWD	4 Cylinder	Silver	Old Lace	Automatic
1038	38	198JNWUXC1CYJF4I5	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1039	39	DMLKAW3NESZ59ISY9	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Chili Red	Black	Automatic
1040	40	OV7FYRY2C77P1PKXU	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Blue	Old Lace	Automatic
1041	41	3NCBK2NK65XQURUNH	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Silver	Ivory	Automatic
1042	42	B0UY0GZFP627P59IF	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1043	902	VRJXVUQUWLMYNIC8X	Contoso Motors	Sedan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1044	819	FSYFUXI1FPJ9DIFX7	Contoso Motors	Hatchback	2013	AWD	6 Cylinder	Silver	Ivory	Automatic
1045	927	SL1XB76VD9HRMA0BI	Contoso Motors	Sedan	2006	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1046	962	5YCUQMCMTOH8KQSX5	Contoso Motors	Sedan	2007	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1047	313	WM649Q068P9KUPN57	Contoso Motors	SUV	2004	AWD	4 Cylinder	Silver	Ivory	Automatic
1048	74	QNTENDARF69XO1DA1	Contoso Motors	Truck	2009	AWD	6 Cylinder	Silver	Black	Automatic
1049	104	I71DVIJHW12327918	Contoso Motors	Truck	2007	AWD	6 Cylinder	Silver	Black	Automatic
1050	828	E6QVD8225ME2R5FVO	Contoso Motors	Wagon	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1051	832	48ZG0D16RBN971LUD	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1052	52	OTTLFELA69FMPFE9Q	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Blue	Old Lace	Automatic
1053	53	UJ7OFMTZUDJD29Q0A	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Silver	Ivory	Automatic
1054	315	90Y89GBSZII8YXUY6	Contoso Motors	Crossover	2012	AWD	4 Cylinder	Silver	Silverstone	Automatic
1055	867	MYESKH75FZOPX79MB	Contoso Motors	Hatchback	2016	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1056	144	2FMQS6LOV6N4LGLUA	Contoso Motors	Truck	2016	AWD	6 Cylinder	Silver	Black	Automatic
1057	317	9SWGXWA8EK394CJKQ	Contoso Motors	Crossover	2011	FWD	4 Cylinder	Silver	Beige	Automatic
1058	22	FCFYXUIMDSQWG07PJ	Contoso Motors	Sedan	2013	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1059	876	HHIBJMFWFTL3SBNOL	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Blue	Old Lace	Automatic
1060	60	FBRK56Z0QVZCB3DNU	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1061	327	QOF12N5J7I5CMCOKN	Contoso Motors	SUV	2004	FWD	Electric	Silver	Silverstone	Automatic
1062	334	40Z1XF6W95S5AIE1Q	Contoso Motors	SUV	2007	FWD	Hybrid	Silver	White	Automatic
1063	359	Q018K8DFH4QTX5P2B	Contoso Motors	Commercial	2013	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1064	64	C76BYOK0OXDFAIE87	Contoso Motors	Convertible 2DR	2016	FWD	4 Cylinder	Blue	Old Lace	Automatic
1065	209	9OG2TB8N5TOTHHEL1	Contoso Motors	Coupe	2007	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1066	66	ABC2BM83BXY03UIEM	Contoso Motors	Hybrid	2015	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1067	152	ACJHQARKKLUSUUNZ1	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1068	911	VSFGRY39FYXJTEBTD	Contoso Motors	Hatchback	2016	FWD	6 Cylinder	Chili Red	Black	Automatic
1069	71	IQHVM8L85KM9O49QL	Contoso Motors	Sedan	2007	AWD	6 Cylinder	Electric Blue	Red	Automatic
1070	106	2N1JUAYU3QCRH6RGQ	Contoso Motors	Sedan	2005	AWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1071	141	G33XEJKSF9OM7UZVN	Contoso Motors	Sedan	2004	AWD	6 Cylinder	Electric Blue	Red	Automatic
1072	928	5HYVYWBICEZSI2AI2	Contoso Motors	Wagon	2007	AWD	6 Cylinder	White Silver	Smoke White	Automatic
1073	192	CO8RA8SBH7WBRSHKU	Contoso Motors	Truck	2007	FWD	6 Cylinder	Silver	Black	Automatic
1074	218	DMIPLR82W1YOPY4BT	Contoso Motors	Truck	2015	AWD	6 Cylinder	Silver	Black	Automatic
1075	305	K3NJFO7AVRUSXN4R5	Contoso Motors	Coupe	2014	AWD	6 Cylinder	Racing Green	Beige	Automatic
1076	76	HKZVEBRMVP2HV7NAT	Contoso Motors	Hybrid	2015	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1077	337	TINMPBP7FX3P2VBM6	Contoso Motors	SUV	2014	FWD	Hybrid	Silver	Ivory	Automatic
1078	455	1MYG2SP8I35KE3KWK	Contoso Motors	Commercial	2013	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1079	79	2TGONTPCDAAIZV5IZ	Contoso Motors	Convertible 2DR	2011	FWD	Electric	Midnight Black	Silverstone	Automatic
1080	341	F810N41O2NRBJHKBY	Contoso Motors	Crossover	2014	FWD	4 Cylinder	Silver	Beige	Automatic
1081	342	CG7TF9695SQWL3MQD	Contoso Motors	SUV	2015	FWD	4 Cylinder	Silver	Nutmeg	Automatic
1082	82	OMTGA1J3TP19R3J72	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1083	357	9VVBO24LAH7ECEN20	Contoso Motors	SUV	2004	FWD	Electric	Silver	Dark Gray	Automatic
1084	84	PPMZZUHU269M8SGTV	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1085	360	J1JB7GZ4YXVOBG1EA	Contoso Motors	SUV	2016	FWD	Hybrid	Silver	Old Lace	Automatic
1086	86	L9L9DDVI0AHOSCCEC	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1087	87	VC5VO4P4XSNE9OEWN	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Chili Red	Black	Automatic
1088	88	YU7771OZT6S9XSMYO	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Blue	Old Lace	Automatic
1089	89	2CPYH0ER405RCQAYG	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Silver	Ivory	Automatic
1090	90	EMMXPYQ0IUMCNZFZV	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1091	167	WSWBI8IGT84RW9LKD	Contoso Motors	Sedan	2011	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1092	948	COLOE9MMMYL1WJU0J	Contoso Motors	Hatchback	2004	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1093	187	O7S1FKA1U3UZ6NLIO	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Racing Green	Beige	Automatic
1094	189	C36JJAMQ08MEXWSEK	Contoso Motors	Sedan	2011	FWD	6 Cylinder	Electric Blue	Red	Automatic
1095	361	OIJU9UUM1TPF4K4ZU	Contoso Motors	SUV	2011	FWD	Hybrid	Silver	Ivory	Automatic
1096	248	ZRIDFO6YXSH409QIZ	Contoso Motors	Truck	2016	AWD	6 Cylinder	Silver	Black	Automatic
1097	307	DW4MISZ52U5R2C921	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1098	996	CPYLYGBYUZSLZVZQZ	Contoso Motors	Hatchback	2011	AWD	6 Cylinder	Deep Blue	Brown	Automatic
1099	50	JNP5QPIVUH4LQEWXV	Contoso Motors	Wagon	2007	AWD	6 Cylinder	Volcanic Orange	White	Automatic
1100	100	JSDIXWR4J6UKQ0BZ7	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1101	101	W9QRD06GOHX1IALUY	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Silver	Ivory	Automatic
1102	363	MRRL7VUHBO1I0OXIP	Contoso Motors	Crossover	2014	FWD	Hybrid	Silver	Silverstone	Automatic
1103	51	VCGP9QOH9SJXZU7NT	Contoso Motors	Hatchback	2016	RWD	6 Cylinder	Chili Red	Black	Automatic
1104	344	J4PSIF7V9LS7CM0JH	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1105	365	H9B2RLTFU2H2I7ZZA	Contoso Motors	Crossover	2004	RWD	4 Cylinder	Silver	Beige	Automatic
1106	261	X40KN3GR0W7WOUBPX	Contoso Motors	Sedan	2014	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1107	55	DTZSU66GZ5I2ZJ9ON	Contoso Motors	Hatchback	2007	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1108	108	HAPAPY13LGVYN6IOI	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1109	375	E0IFFYJHBQ9KGBL26	Contoso Motors	SUV	2011	FWD	6 Cylinder	Silver	Silverstone	Automatic
1110	382	3M98H0RS5EO18NICW	Contoso Motors	SUV	2015	AWD	Hybrid	Silver	Old Lace	Automatic
1111	55	2JKXDM0Q7W56MBA58	Contoso Motors	Commercial	2014	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1112	112	OYYG0JKCW4RW8QIX6	Contoso Motors	Convertible 2DR	2015	FWD	Hybrid	Blue	Old Lace	Automatic
1113	315	1QQK7Z53NPZJMEH01	Contoso Motors	Coupe	2016	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1114	114	29UQM5DGL3FVCLCTN	Contoso Motors	Hybrid	2015	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1115	384	CGDEZOWRBIU0HYIJG	Contoso Motors	Truck	2005	FWD	6 Cylinder	Silver	Black	Automatic
1116	72	WBHEY1DCGL0KYJEEC	Contoso Motors	Wagon	2016	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1117	309	VIHYRVDRYHM61RNGH	Contoso Motors	Sedan	2014	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1118	381	PYU038HFUCIK6WB6N	Contoso Motors	Sedan	2011	FWD	6 Cylinder	Chili Red	Black	Automatic
1119	407	RWCS7RS110HZ89X0Y	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
1120	103	0GBRHQWAUQB1PL0TB	Contoso Motors	Hatchback	2006	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1121	392	60A9H95T0VSGPZJBV	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
1122	451	5NLUW3AXQLK8OZAPB	Contoso Motors	Truck	2007	RWD	6 Cylinder	Silver	Black	Automatic
1123	363	AAS8RO78FE8H8XY1T	Contoso Motors	Coupe	2007	FWD	6 Cylinder	Racing Green	Beige	Automatic
1124	124	JFBFPBZ9IO4GGYUD0	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1125	385	IKY867K1HQH3NKVJ1	Contoso Motors	SUV	2014	AWD	10 Cylinder	Silver	Silverstone	Automatic
1126	583	AMAG0W5B0AU5DDSX8	Contoso Motors	Commercial	2014	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1127	127	9BOSV00YBSTO45Q75	Contoso Motors	Convertible 2DR	2013	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1128	389	89EGUL97CRN0OQ7R2	Contoso Motors	Crossover	2005	FWD	6 Cylinder	Silver	Red	Automatic
1129	390	FYTOU2AV5ODJ68U56	Contoso Motors	SUV	2007	FWD	Electric	Silver	Gray	Automatic
1130	130	VC4MRSR10TENVX9D2	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1131	405	L1BME38PEG6TOUKR8	Contoso Motors	SUV	2011	FWD	Hybrid	Silver	Black	Automatic
1132	132	OJLU3VSLXRLKVJA7G	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1133	408	23MRDQ3RS24GTHL0Z	Contoso Motors	SUV	2015	FWD	Hybrid	Silver	Brown	Automatic
1134	134	ABGMRTW4A8U1KF7IL	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Blue	Old Lace	Automatic
1135	135	3V35G3IU9O1FX58DC	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Silver	Ivory	Automatic
1136	136	0SFG8RQQ0FUYXMDP3	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1137	137	X5PMD0O0PES0B906V	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1138	138	QFKKDE2Q455EL97LA	Contoso Motors	Minivan	2007	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1139	427	VPL1QJ2CW6DXESKEI	Contoso Motors	Sedan	2004	RWD	6 Cylinder	Chili Red	Black	Automatic
1140	164	97ZDH28ATAZN1XLWY	Contoso Motors	Wagon	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1141	429	2ZUKP41V4QTLXOWLD	Contoso Motors	Sedan	2007	AWD	6 Cylinder	Silver	Ivory	Automatic
1142	453	UG25XB71ROX6VWX3F	Contoso Motors	Sedan	2011	FWD	6 Cylinder	Silver	Ivory	Automatic
1143	409	YSS5SQTLGD33K8SL1	Contoso Motors	SUV	2004	FWD	6 Cylinder	Silver	Brown	Automatic
1144	457	I29S8BXMFZKVS8IRC	Contoso Motors	Truck	2004	FWD	6 Cylinder	Silver	Black	Automatic
1145	480	0T19RSQE02TINDAAL	Contoso Motors	Truck	2011	FWD	6 Cylinder	Silver	Black	Automatic
1146	188	FWHC82R5PP8ZEXXAD	Contoso Motors	Hatchback	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1147	195	GORVXJBZ0O6JW2J3N	Contoso Motors	Hatchback	2012	RWD	6 Cylinder	Silver	Ivory	Automatic
1148	148	SZ0IU82I78EXJI8EO	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1149	149	6NNDPGBHMT2Z5EIUS	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1150	411	G2XP09WBQD4AH7E0X	Contoso Motors	Crossover	2007	FWD	Hybrid	Silver	Brown	Automatic
1151	212	GYHLH8H7FM5MU90X5	Contoso Motors	Wagon	2004	AWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1152	481	3JOAP9YH2NS9BNBMQ	Contoso Motors	Truck	2014	FWD	6 Cylinder	Silver	Black	Automatic
1153	413	8JE4ZZRGE7A19KLES	Contoso Motors	Crossover	2011	FWD	Electric	Silver	Brown	Automatic
1154	454	D1Z9A1BETTMBRI4NW	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1155	243	X78P7EE6VPA1H57Y7	Contoso Motors	Hatchback	2014	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1156	156	P0I71GC5S21ZIBAUF	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1157	423	T6MGWM3HFCT09DWAN	Contoso Motors	SUV	2013	AWD	Hybrid	Silver	Brown	Automatic
1158	430	B4WZ7V4Q2XKB6HVS0	Contoso Motors	SUV	2015	FWD	4 Cylinder	Silver	Brown	Automatic
1159	111	DYPS8PMDK9HBLFQD7	Contoso Motors	Commercial	2014	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1160	160	ZJUN70Z1VDKIKW6JT	Contoso Motors	Convertible 2DR	2016	FWD	Hybrid	Deep Blue	Brown	Manual
1161	401	S7360F4IWKE5TRHZI	Contoso Motors	Coupe	2005	FWD	6 Cylinder	Electric Blue	Red	Automatic
1162	162	F6T5VFTMUHT3N0PKK	Contoso Motors	Hybrid	2014	FWD	Hybrid	White Silver	Smoke White	Semi-automatic
1163	505	GA2AJ5X7DH9HBQ55Y	Contoso Motors	Truck	2011	AWD	6 Cylinder	Silver	Black	Automatic
1164	247	JWGUIFIV3Q7XXDA9P	Contoso Motors	Hatchback	2007	AWD	6 Cylinder	Electric Blue	Red	Automatic
1165	477	CVEW9BUKF8OI77XY7	Contoso Motors	Sedan	2005	FWD	6 Cylinder	Silver	Ivory	Automatic
1166	478	90GB5N6DRZ7V781D4	Contoso Motors	Sedan	2007	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1167	501	41AWJADS0XG8B48YY	Contoso Motors	Sedan	2004	AWD	6 Cylinder	Silver	Ivory	Automatic
1168	264	I0SXGXIBU2K45UM4F	Contoso Motors	Wagon	2013	FWD	6 Cylinder	Blue	Old Lace	Automatic
1169	506	PVY0PV7AADAH2DJYC	Contoso Motors	Truck	2013	AWD	6 Cylinder	Silver	Black	Automatic
1170	528	1WOFHPROXWGN96QOG	Contoso Motors	Truck	2013	FWD	6 Cylinder	Silver	Black	Automatic
1171	449	RGWBMK8KQ4MEP7NNW	Contoso Motors	Coupe	2004	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1172	172	3NF1S5NWW07XKMSG7	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1173	433	530W2IAE5A9T8SZ0Y	Contoso Motors	SUV	2005	FWD	6 Cylinder	Silver	Brown	Automatic
1174	639	2BDXIN8PZK2AQRC17	Contoso Motors	Commercial	2014	AWD	8 Cylinder	Gray	Dark Gray	Automatic
1175	175	N85D2K3A60TXOA9LB	Contoso Motors	Convertible 2DR	2016	AWD	Hybrid	Racing Green	Beige	Manual
1176	437	TBRA01B6HVUVAA72C	Contoso Motors	Crossover	2004	RWD	6 Cylinder	Silver	Brown	Automatic
1177	438	C7JW8JCYBIV9ORFZ5	Contoso Motors	SUV	2005	FWD	3 Cylinder	Silver	Brown	Automatic
1178	178	906HDJ8H0W9BL65SV	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1179	453	XVFP29B0NL0AKUD5P	Contoso Motors	SUV	2004	AWD	8 Cylinder	Silver	Brown	Automatic
1180	180	ELUHSYBVDCFNNFPKC	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1181	456	2N6XHWSUOHT8WC08V	Contoso Motors	SUV	2016	AWD	6 Cylinder	Silver	Brown	Automatic
1182	182	TMTTU60BTN1545T38	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
1183	183	1HNKIHZL5Z1M33ZQ5	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Silver	Ivory	Automatic
1184	184	L67F49WJBZ8S0RBGM	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1185	185	0BXDIHRSNQQKYSL5W	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1186	186	VRG8KBFGZW30CSGGF	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1187	502	CB3RI2UW96J2XY7O6	Contoso Motors	Sedan	2005	AWD	6 Cylinder	Deep Blue	Brown	Automatic
1188	284	EQQ1NZWQZALHWSQFN	Contoso Motors	Hatchback	2016	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1189	503	XE5MSTKF0DYWNV1ZT	Contoso Motors	Sedan	2012	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1190	525	K31X83Q8OAWY41TG4	Contoso Motors	Sedan	2014	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1191	457	LFQW1OKHGC3OSPYIA	Contoso Motors	SUV	2011	AWD	6 Cylinder	Silver	Brown	Automatic
1192	577	ER1E7N85MRKL9ANO9	Contoso Motors	Truck	2005	AWD	6 Cylinder	Silver	Black	Automatic
1193	584	1GA8S8N4J1FG3XOQ9	Contoso Motors	Truck	2016	FWD	6 Cylinder	Silver	Black	Automatic
1194	308	GJG4UW3FTNVX2473G	Contoso Motors	Wagon	2013	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1195	312	TQ22E75PAKKD1T2NL	Contoso Motors	Wagon	2004	FWD	6 Cylinder	Blue	Old Lace	Automatic
1196	196	26PK7J56X3W3ZXMH4	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1197	197	VRWLYRD3XW8XQ5PN6	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1198	459	U4P0RTX0KIORVCVU3	Contoso Motors	Crossover	2004	AWD	Electric	Silver	Brown	Automatic
1199	332	3T9KCUYCGS6EY7VM6	Contoso Motors	Hatchback	2015	FWD	6 Cylinder	Volcanic Orange	White	Automatic
